,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type
307,STEVENSON,Ben,17:49,17.0,49.0,3.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,USA,RSA,W,Player
308,SMITH,Jesse,10:48,10.0,48.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,,,,,,,1.0,USA,RSA,W,Player
309,IRVING,Max,21:54,21.0,54.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,USA,RSA,W,Player
310,,,,,,20.0,36.0,4.0,6.0,3.0,9.0,0.0,1.0,8.0,10.0,1.0,1.0,,,2.0,3.0,2.0,6.0,2.0,8.0,6.0,5.0,3.0,4.0,4.0,,,,,,,4.0,USA,RSA,W,Team
311,ZERDEVAS,Emmanouil,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,GRE,JPN,W,Player
312,GENIDOUNIAS,Konstantinos,29:45,29.0,45.0,3.0,11.0,2.0,7.0,,,,,1.0,2.0,,,0.0,1.0,,,0.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,0.0,GRE,JPN,W,Player
313,SKOUMPAKIS,Dimitrios,9:49,9.0,49.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,GRE,JPN,W,Player
314,KAPOTSIS,Marios,28:00,28.0,0.0,3.0,3.0,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,GRE,JPN,W,Player
315,FOUNTOULIS,Ioannis,11:28,11.0,28.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,3.0,GRE,JPN,W,Player
316,PAPANASTASIOU,Alexandros,13:34,13.0,34.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,GRE,JPN,W,Player
317,DERVISIS,Georgios,21:16,21.0,16.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,0.0,1.0,1.0,,,1.0,,,,2.0,GRE,JPN,W,Player
318,ARGYROPOULOS KANAKAKIS,Stylianos,26:26,26.0,26.0,1.0,5.0,0.0,2.0,,,,,1.0,3.0,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,2.0,GRE,JPN,W,Player
319,MOURIKIS,Konstantinos,8:47,8.0,47.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,GRE,JPN,W,Player
320,KOLOMVOS,Christodoulos,9:28,9.0,28.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,1.0,,,,,1.0,,2.0,GRE,JPN,W,Player
321,GKIOUVETSIS,Konstantinos,12:13,12.0,13.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,JPN,W,Player
322,VLACHOPOULOS,Angelos,21:14,21.0,14.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,1.0,,4.0,1.0,,,2.0,1.0,,,,,,3.0,GRE,JPN,W,Player
323,,,,,,10.0,30.0,2.0,16.0,2.0,2.0,,,6.0,9.0,,,0.0,1.0,,,0.0,2.0,8.0,7.0,9.0,8.0,2.0,4.0,10.0,1.0,,2.0,1.0,1.0,1.0,16.0,GRE,JPN,W,Team
324,TANAMURA,Katsuyuki,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,JPN,GRE,L,Player
325,ADACHI,Seiya,20:57,20.0,57.0,3.0,6.0,1.0,2.0,,,,,0.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,0.0,JPN,GRE,L,Player
326,KOPPU,Harukiirario,21:53,21.0,53.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,3.0,JPN,GRE,L,Player
327,SHIGA,Mitsuaki,21:07,21.0,7.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,JPN,GRE,L,Player
328,YOSHIDA,Takuma,22:16,22.0,16.0,1.0,5.0,0.0,2.0,,,,,0.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,JPN,GRE,L,Player
329,SUZUKI,Toi,8:50,8.0,50.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,JPN,GRE,L,Player
330,SHIMIZU,Yusuke,6:45,6.0,45.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,JPN,GRE,L,Player
331,TAKATA,Mitsuru,13:33,13.0,33.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,2.0,,,,,,,2.0,JPN,GRE,L,Player
332,ARAI,Atsushi,27:18,27.0,18.0,2.0,4.0,0.0,1.0,,,,,2.0,3.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,JPN,GRE,L,Player
333,INABA,Yusuke,23:42,23.0,42.0,2.0,7.0,1.0,3.0,,,,,0.0,2.0,,,0.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,0.0,JPN,GRE,L,Player
334,OKAWA,Keigo,20:17,20.0,17.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,JPN,GRE,L,Player
335,ARAKI,Kenta,5:22,5.0,22.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,JPN,GRE,L,Player
336,,,,,,9.0,28.0,2.0,9.0,,,,,3.0,14.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,3.0,2.0,4.0,7.0,2.0,,1.0,,1.0,,11.0,JPN,GRE,L,Team
337,HOOPER,Johnny,21:30,21.0,30.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,1.0,2.0,3.0,,,,,1.0,,,1.0,USA,ITA,L,Player
338,VAVIC,Marko,20:22,20.0,22.0,1.0,6.0,1.0,5.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,USA,ITA,L,Player
339,OBERT,Alex,15:11,15.0,11.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,USA,ITA,L,Player
340,DAUBE,Hannes,22:52,22.0,52.0,1.0,7.0,0.0,2.0,,,,,0.0,4.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,USA,ITA,L,Player
341,CUPIDO,Luca,23:07,23.0,7.0,2.0,5.0,,,0.0,1.0,,,2.0,3.0,,,,,,,0.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,USA,ITA,L,Player
342,HALLOCK,Ben,17:06,17.0,6.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,0.0,USA,ITA,L,Player
343,WOODHEAD,Dylan,12:14,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,ITA,L,Player
344,BOWEN,Alex,20:34,20.0,34.0,2.0,6.0,0.0,2.0,,,,,1.0,1.0,0.0,1.0,,,1.0,2.0,,,,,2.0,,,,,1.0,,,,,,1.0,USA,ITA,L,Player
345,STEVENSON,Ben,11:57,11.0,57.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,USA,ITA,L,Player
346,SMITH,Jesse,4:11,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,USA,ITA,L,Player
347,IRVING,Max,22:56,22.0,56.0,2.0,2.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,,2.0,USA,ITA,L,Player
348,HOLLAND,Drew,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,USA,ITA,L,Player
349,,,,,,11.0,31.0,1.0,10.0,1.0,3.0,,,6.0,12.0,1.0,2.0,,,2.0,3.0,0.0,1.0,9.0,2.0,4.0,6.0,2.0,4.0,7.0,2.0,1.0,,2.0,,2.0,14.0,USA,ITA,L,Team
350,Del LUNGO,Marco,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,W,Player
351,Di FULVIO,Francesco,30:30,30.0,30.0,5.0,13.0,2.0,4.0,,,,,2.0,4.0,0.0,3.0,,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,ITA,USA,W,Player
352,LUONGO,Stefano,22:39,22.0,39.0,3.0,6.0,0.0,1.0,,,,,3.0,5.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,0.0,ITA,USA,W,Player
353,FIGLIOLI,Pietro,26:06,26.0,6.0,2.0,7.0,1.0,5.0,,,,,1.0,1.0,,,,,0.0,1.0,,,,,,,0.0,1.0,,2.0,,,,,,2.0,ITA,USA,W,Player
354,PRESCIUTTI,Nicholas,24:03,24.0,3.0,2.0,4.0,0.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,2.0,ITA,USA,W,Player
355,VELOTTO,Alessandro,7:38,7.0,38.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,ITA,USA,W,Player
356,RENZUTO IODICE,Vincenzo,13:09,13.0,9.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,ITA,USA,W,Player
357,ECHENIQUE,Gonzalo,27:16,27.0,16.0,0.0,3.0,0.0,1.0,,,,,0.0,1.0,,,,,,,0.0,1.0,,1.0,1.0,1.0,,,,,,,,,,0.0,ITA,USA,W,Player
358,FIGARI,Niccolo,9:07,9.0,7.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,2.0,ITA,USA,W,Player
359,BODEGAS,Michael Alexandre,10:05,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,ITA,USA,W,Player
360,AICARDI,Matteo,12:47,12.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,ITA,USA,W,Player
361,DOLCE,Vincenzo,8:40,8.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,ITA,USA,W,Player
362,,,,,,12.0,35.0,3.0,14.0,,,,,7.0,12.0,0.0,3.0,,,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,7.0,5.0,,,,,3.0,15.0,ITA,USA,W,Team
363,NAGY,Viktor,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,HUN,RSA,W,Player
364,ANGYAL,Daniel,16:38,16.0,38.0,2.0,4.0,0.0,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,0.0,HUN,RSA,W,Player
365,MANHERCZ,Krisztian,27:00,27.0,0.0,5.0,5.0,1.0,1.0,,,,,1.0,1.0,,,,,,,3.0,3.0,,,1.0,1.0,3.0,3.0,,,,,,,,0.0,HUN,RSA,W,Player
366,ZALANKI,Gergo,18:52,18.0,52.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,0.0,HUN,RSA,W,Player
367,VAMOS,Marton,22:45,22.0,45.0,4.0,6.0,2.0,4.0,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,HUN,RSA,W,Player
368,HOSNYANSZKY,Norbert,17:40,17.0,40.0,1.0,5.0,0.0,3.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,2.0,HUN,RSA,W,Player
369,PASZTOR,Matyas,24:10,24.0,10.0,4.0,6.0,2.0,3.0,,,,,0.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,2.0,,,,,,,2.0,HUN,RSA,W,Player
370,JANSIK,Szilard,15:06,15.0,6.0,2.0,3.0,0.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,3.0,,,,,,,3.0,HUN,RSA,W,Player
371,ERDELYI,Balazs,24:41,24.0,41.0,3.0,5.0,0.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,0.0,HUN,RSA,W,Player
372,MEZEI,Tamas,15:51,15.0,51.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,1.0,HUN,RSA,W,Player
373,HARAI,Balazs,9:17,9.0,17.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,HUN,RSA,W,Player
374,VOGEL,Soma,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,HUN,RSA,W,Player
375,,,,,,23.0,38.0,5.0,16.0,3.0,4.0,,,7.0,9.0,,,,,1.0,1.0,7.0,8.0,1.0,12.0,4.0,3.0,4.0,4.0,7.0,1.0,,,,,,8.0,HUN,RSA,W,Team
376,MADI,Lwazi,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,RSA,HUN,L,Player
377,CARD,Devon,15:43,15.0,43.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,HUN,L,Player
378,REZELMAN,Timothy,15:36,15.0,36.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,RSA,HUN,L,Player
379,BADENHORST,Nardus,18:07,18.0,7.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,1.0,RSA,HUN,L,Player
380,LAURENSON,Cameron Bain,7:51,7.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,3.0,RSA,HUN,L,Player
381,STONE,Ross,25:36,25.0,36.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,2.0,,,1.0,0.0,1.0,,1.0,,1.0,,,,2.0,RSA,HUN,L,Player
382,EVEZARD,Jason,18:22,18.0,22.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0,RSA,HUN,L,Player
383,RODDA,Nicholas,24:06,24.0,6.0,1.0,7.0,0.0,5.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,0.0,2.0,,,,,,,,0.0,RSA,HUN,L,Player
384,MARGRO,Yaseen,18:03,18.0,3.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,RSA,HUN,L,Player
385,MAYMAN,Mogamad Farouk,11:40,11.0,40.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,RSA,HUN,L,Player
386,NEILL,Liam,16:48,16.0,48.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,RSA,HUN,L,Player
387,STEWART,Donn,20:08,20.0,8.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,RSA,HUN,L,Player
388,,,,,,1.0,22.0,0.0,14.0,0.0,1.0,,,1.0,6.0,0.0,1.0,,,,,,,8.0,1.0,4.0,4.0,0.0,4.0,7.0,2.0,,1.0,,,1.0,11.0,RSA,HUN,L,Team
389,MUNARRIZ EGANA,Alberto,19:11,19.0,11.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,,,,3.0,ESP,KAZ,W,Player
390,GRANADOS ORTEGA,Alvaro,22:45,22.0,45.0,5.0,7.0,2.0,3.0,,,,,0.0,1.0,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,,,2.0,ESP,KAZ,W,Player
391,SANAHUJA,Bernat,19:56,19.0,56.0,3.0,8.0,0.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,0.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,ESP,KAZ,W,Player
392,de TORO DOMINGUEZ,Miguel,18:55,18.0,55.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,ESP,KAZ,W,Player
393,LARUMBE GONFAUS,Marc,17:02,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,KAZ,W,Player
394,FAMERA,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,KAZ,W,Player
395,FERNANDEZ MIRANDA,Francisco,25:08,25.0,8.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,ESP,KAZ,W,Player
396,TAHULL COMPTE,Roger,13:05,13.0,5.0,1.0,3.0,,,1.0,1.0,,,0.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,ESP,KAZ,W,Player
397,PERRONE ROCHA,Felipe,18:24,18.0,24.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ESP,KAZ,W,Player
398,MALLARACH GUELL,Blai,19:50,19.0,50.0,2.0,4.0,2.0,3.0,,,,,,,0.0,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,ESP,KAZ,W,Player
399,BUSTOS SANCHEZ,Ale andro,17:44,17.0,44.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,ESP,KAZ,W,Player
400,AGUIRRE,Unai,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ESP,KAZ,W,Player
401,,,,,,16.0,29.0,4.0,11.0,2.0,2.0,1.0,1.0,5.0,8.0,0.0,1.0,,,2.0,2.0,2.0,4.0,4.0,7.0,8.0,5.0,3.0,4.0,6.0,2.0,,2.0,1.0,,,11.0,ESP,KAZ,W,Team
402,MAKHMETOV,Madikhan,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,ESP,L,Player
403,MEDVEDEV,Yevgeniy,18:28,18.0,28.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,KAZ,ESP,L,Player
404,AUBAKIROV,Miras,14:13,14.0,13.0,0.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0,,1.0,,0.0,2.0,1.0,1.0,,,,,,2.0,KAZ,ESP,L,Player
405,MARKOVIC,Dusan,19:13,19.0,13.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,1.0,KAZ,ESP,L,Player
406,SHMIDER,Alexey,16:29,16.0,29.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,1.0,2.0,KAZ,ESP,L,Player
407,ARTYUKH,Danil,6:03,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,KAZ,ESP,L,Player
408,SHAKENOV,Murat,24:54,24.0,54.0,0.0,8.0,0.0,7.0,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,0.0,KAZ,ESP,L,Player
409,VUKSANOVIC,Srdan,29:33,29.0,33.0,2.0,8.0,1.0,4.0,,,,,1.0,3.0,,,,,,,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,0.0,KAZ,ESP,L,Player
410,UKUMANOV,Rustam,16:53,16.0,53.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,KAZ,ESP,L,Player
411,RUDAY,Mikhail,16:24,16.0,24.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,KAZ,ESP,L,Player
412,ALTAYEV,Altay,15:36,15.0,36.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,KAZ,ESP,L,Player
413,SHVEDOV,Stanislav,14:14,14.0,14.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,KAZ,ESP,L,Player
414,,,,,,4.0,30.0,1.0,18.0,1.0,3.0,,,2.0,8.0,,,,,,,0.0,1.0,5.0,5.0,5.0,3.0,1.0,4.0,6.0,2.0,1.0,,,,2.0,11.0,KAZ,ESP,L,Team
415,BIJAC,Marko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,MNE,W,Player
416,MACAN,Marko,5:02,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,CRO,MNE,W,Player
417,FATOVIC,Loren,24:29,24.0,29.0,3.0,8.0,1.0,4.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,CRO,MNE,W,Player
418,LONCAR,Luka,17:35,17.0,35.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,CRO,MNE,W,Player
419,JOKOVIC,Maro,26:00,26.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,CRO,MNE,W,Player
420,BUKIC,Luka,26:12,26.0,12.0,2.0,6.0,0.0,3.0,,,,,2.0,3.0,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,0.0,CRO,MNE,W,Player
421,VUKICEVIC,Ante,18:44,18.0,44.0,2.0,6.0,2.0,6.0,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,2.0,CRO,MNE,W,Player
422,BUSLJE,Andro,15:12,15.0,12.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,3.0,,,3.0,,,,,,,3.0,CRO,MNE,W,Player
423,MILOS,Lovre,13:39,13.0,39.0,1.0,3.0,,,,,,,0.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,0.0,CRO,MNE,W,Player
424,VRLIC,Josip,16:11,16.0,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,2.0,CRO,MNE,W,Player
425,OBRADOVIC,Paulo,11:05,11.0,5.0,1.0,3.0,,,0.0,1.0,,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,CRO,MNE,W,Player
426,GARCIA GADEA,Javier,17:51,17.0,51.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,CRO,MNE,W,Player
427,,,,,,13.0,33.0,4.0,15.0,1.0,2.0,1.0,1.0,6.0,13.0,,,,,,,1.0,2.0,4.0,5.0,6.0,5.0,4.0,4.0,10.0,3.0,,,1.0,,,14.0,CRO,MNE,W,Team
428,BRGULJAN,Drasko,25:15,25.0,15.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,2.0,0.0,2.0,,1.0,,,,,,1.0,MNE,CRO,L,Player
429,PERKOVIC,Miroslav,7:26,7.0,26.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
430,PETKOVIC,Marko,21:43,21.0,43.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,CRO,L,Player
431,CUCKOVIC,Uros,8:23,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,MNE,CRO,L,Player
432,POPADIC,Vlado,20:03,20.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,MNE,CRO,L,Player
433,VIDOVIC,Stefan,13:50,13.0,50.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,CRO,L,Player
434,UKROPINA,Aleksa,18:42,18.0,42.0,1.0,5.0,1.0,3.0,,,,,0.0,2.0,,,,,,,,,1.0,,1.0,,0.0,1.0,,1.0,,,,,,1.0,MNE,CRO,L,Player
435,IVOVIC,Aleksandar,28:24,28.0,24.0,2.0,5.0,1.0,3.0,,,,,1.0,1.0,0.0,1.0,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,MNE,CRO,L,Player
436,SPAIC,Vladan,17:06,17.0,6.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,MNE,CRO,L,Player
437,MATKOVIC,Dusan,23:27,23.0,27.0,2.0,3.0,,,,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,2.0,,0.0,1.0,1.0,,,,,,,1.0,MNE,CRO,L,Player
438,BANICEVIC,Dusan,7:41,7.0,41.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
439,TESANOVIC,Petar,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,CRO,L,Player
440,,,,,,8.0,28.0,2.0,12.0,0.0,2.0,,,5.0,11.0,0.0,2.0,,,,,1.0,1.0,7.0,5.0,6.0,2.0,0.0,4.0,9.0,2.0,,,,,,11.0,MNE,CRO,L,Team
441,MANDIC,Dusan,17:58,17.0,58.0,4.0,5.0,,,,,,,3.0,3.0,0.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,,,2.0,SRB,AUS,W,Player
442,DEDOVIC,Nikola,22:21,22.0,21.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,,,,,0.0,SRB,AUS,W,Player
443,RANDELOVIC,Sava,9:12,9.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,SRB,AUS,W,Player
444,LAZIC,Dorde,18:44,18.0,44.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,SRB,AUS,W,Player
445,PIJETLOVIC,Dusko,12:11,12.0,11.0,1.0,2.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,2.0,SRB,AUS,W,Player
446,RASOVIC,Strahin a,26:06,26.0,6.0,3.0,4.0,2.0,2.0,,,,,1.0,2.0,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,0.0,SRB,AUS,W,Player
447,ALEKSIC,Milan,12:19,12.0,19.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,SRB,AUS,W,Player
